F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,class
635.23,623.85,606.58,550.16,455.04,637.21,621.83,560.67,29.75,56.62,82.5,31.52,38.64,24.28,79.99,80.27,-1.29,-0.81,-0.81,-2.78,98.71,95.64,125.55,204.41,225.98,374876045.4,1
641.93,629.88,612.74,552.98,456.77,644.6,628.66,564.53,31.02,50.76,98.49,33.76,40.95,25.11,80.62,83.17,-2.63,-1.8,-1.68,-1.22,97.37,96.91,125.79,196.65,231.58,378172156.1,1
647.35,634.57,619.5,555.73,458.5,648.23,633.54,568.1,30.18,44.48,99.72,36.7,43.08,26.13,77.88,80.66,-6.17,-4.33,-3.94,-2.86,93.83,96.64,107.08,175.23,222.54,379940577.1,0
654.23,639.44,626.92,558.66,460.27,652.05,638.29,571.69,18.73,42.58,95.77,39.61,45.97,27.83,78.72,80.27,-2.44,-1.67,-1.5,-6.5,97.56,96.25,100.31,162.41,218.47,380229967.6,1
660.69,645.05,634.73,562.2,462.11,659.11,644.65,575.67,17.6,46.7,74.22,40.09,48.33,30.41,81.21,80.42,-3.36,-1.74,-1.46,-1.08,96.64,96.01,128.39,174.09,237.12,385349198.4,1
662.68,648.96,639.49,565.3,463.88,661.28,648.46,579.2,6.23,39.7,56.99,39.72,50.13,31.89,75.82,76.76,-13,-6.64,-5.59,-4.14,87,93.73,100.69,157.59,226.67,387804052.8,0
659.27,650.6,641.9,568.05,465.32,654.97,647.35,581.67,-13.14,14,31.34,37.93,51.27,30.68,62.29,71.42,-47.72,-21.54,-18.12,-13.42,52.28,78.64,30.65,121.47,191.48,383056977.5,0
657.74,652.55,644.53,571.03,466.74,652.58,647.43,584.26,-11.87,22.5,30.71,36.14,53.03,29.39,63.92,71.53,-42.36,-18.04,-15.18,-11.24,57.64,65.64,-19.51,99.12,170.82,376681836.3,1
654.46,654.35,646.4,573.54,468.14,649.49,646.68,586.58,-29.95,2.35,16.75,33.85,54.95,27.76,61.55,72.8,-53.92,-22.42,-17.61,-13.04,46.08,52,-2.78,101.79,174.78,380321865.2,0
652.52,656.6,649.04,576.48,469.63,654.17,649.75,589.6,-2.06,7.89,37.64,32.34,57.17,26.11,67.39,74.25,-22.36,-9.11,-6.7,-4.96,77.64,60.45,51.5,111.85,187.71,377530395.8,1
651.65,657.17,651.57,579.26,471.07,656.54,651.84,592.41,18.92,1.9,32.92,30.39,57.72,24.47,66.17,72.48,-26.44,-10.78,-7.92,-5.87,73.56,65.76,77.68,113.53,189.61,381558450.9,0
656.87,658.07,654.43,582.04,472.54,660.51,654.86,595.39,20.64,12.96,43.14,29.63,58.03,23.4,68.13,73.63,-13.92,-5.51,-4.05,-5.57,86.08,79.09,72.75,107.97,182.85,378935940.1,1
663.11,660.42,658.26,585.19,474.08,666.67,659.25,598.66,35.69,19.31,38.04,28.39,58.7,22.54,70.79,75.86,-6.25,-2.78,-1.97,-1.47,93.75,84.46,137.1,116.62,191.98,382999603.8,1
668.68,661.57,660.42,588.17,475.57,668.16,661.41,601.51,7.61,-2.1,15.5,25.82,58.6,21.19,66.35,71.77,-19.21,-8.92,-6.04,-4.52,80.79,86.87,69.15,102.33,174.28,385142788.1,0
671.04,661.78,661.83,591.12,477.07,670.55,663.94,604.4,14.07,9.74,15.97,22.64,58.07,18.7,67.52,71.3,-12.29,-5.7,-3.86,-2.93,87.71,87.42,99.55,105.15,175.48,386121746.3,1
673.44,662.55,662.82,593.81,478.55,671.46,665.64,607.1,4.81,30.91,17.77,19.49,57.46,15.5,66.28,70.41,-15.72,-7.3,-4.95,-3.83,84.28,84.26,87.2,100.32,168.57,386061202.6,0
672.71,664.79,663.49,596.3,479.97,669.24,665.49,609.36,-14.19,16.99,5.12,16,56.26,13.23,61.36,71.52,-29.71,-13.8,-9.35,-7.37,70.29,80.76,47.61,89.9,155.61,381856107,0
672.72,667.92,664.87,598.92,481.49,672.51,667.95,612.09,7.91,35.76,5.81,13.37,55.2,11.98,65.95,74.6,-6.13,-2.94,-1.93,-2.43,93.87,82.81,80,92.96,157.27,377219947.6,1
673.69,671.19,665.07,601.67,483,673.68,669.42,614.6,0.67,12.47,10.41,11.58,53.04,10.47,64.2,72.83,-14.09,-9.85,-4.53,-3.77,85.91,83.35,90.9,92.63,154.68,380229095.2,0
671.88,671.46,665.11,604.27,484.43,671.2,668.84,616.62,-7.01,4.98,23.9,11.3,50.17,8.04,58.8,65.27,-29.7,-20.98,-9.56,-7.94,70.3,83.36,34.2,80.15,139.23,376854166.2,0
671.75,672.6,667.28,607.05,485.88,671.68,669.53,618.82,7.84,4.19,24.83,11.07,47.49,6.66,61.11,64.76,-19.48,-15.36,-6.27,-5.21,80.52,78.91,18.29,76.49,133.83,374352143.7,1
672.76,672.73,668.85,609.96,487.33,671.06,669.59,620.82,-9.23,-9.16,26.53,11.45,45.2,6.74,59.53,63.53,-34.21,-19.9,-7.71,-6.41,65.79,72.21,-2.81,72.89,128.25,376893677,0
672.41,672.57,671.28,613.43,488.82,673.15,670.99,623.03,1.32,6.18,13.79,10.53,43.16,6.75,62.32,63.77,-19.48,-10.79,-3.85,-3.2,80.52,75.61,16.6,75.87,128.42,377796417.6,1
670.17,671.93,671.37,616.8,490.22,670.37,669.87,624.67,-1.46,-10.55,3.52,9.4,39.88,6.6,55.43,58.62,-68.74,-31.1,-10.94,-8.57,31.26,59.19,-85.54,66.63,117.52,381597447.3,0
669.38,670.63,671.44,619.81,491.61,667.68,668.49,626.15,-10.32,-10.94,-6.13,7.5,37.03,5.66,54.16,58.14,-77.21,-34.93,-12.58,-9.62,22.79,44.86,-137.09,60.71,110.52,380840757.8,0
662.88,667.32,669.42,622.2,492.91,658.51,663.34,626.7,-29.68,-24.65,-38.84,4.55,34.54,4.88,44.34,52.42,-98.83,-71.11,-25.28,-19.1,1.17,18.41,-301.77,34.31,87.41,378736911.6,0
660.5,666.63,667.92,624.71,494.27,658.31,662.35,627.92,-19.42,-21.15,-13.24,3.44,32.45,4.23,51.87,56.32,-54.31,-43.04,-16.32,-11.51,45.69,23.22,-176.49,39.17,90.28,374630011.3,1
656.76,664.59,667.02,627.01,495.64,658.42,661.68,629.12,-6.15,-17.37,-16.7,2.18,30.84,2.75,52.15,53.64,-52.84,-41.87,-15.87,-11.2,47.16,31.34,-42.61,55.57,100.94,379102995.8,0
658.96,664.56,667.05,629.77,497.1,664.2,664.24,630.95,13.45,9.52,2.51,1.6,28.67,2.41,58.41,54.1,-18.26,-14.47,-5.49,-3.87,81.74,58.2,37.16,66.18,107.14,375865031.2,1
660.62,665,666.87,632.35,498.52,666.35,665.41,632.51,30.5,-1.99,5.85,1.62,26.37,2.21,56.05,52.28,-28.6,-22.66,-8.59,-6.06,71.4,66.77,76.51,71.17,108.25,378900061.7,0
665.42,664.15,666.82,634.96,499.94,665.61,665.18,633.75,6.23,-5.69,-14.92,0.83,23.88,1.66,53.11,51.73,-41.74,-33.07,-13.38,-8.84,58.26,70.47,15.61,59.22,98.67,372060061.7,0
666.74,663.62,665.78,637.46,501.37,665.25,665.05,634.95,5.87,-12.82,-11.5,-0.02,21.03,0.75,53.26,50.98,-40.99,-32.48,-13.99,-8.69,59.01,62.89,-13.94,50.83,91.99,368815175.8,0
667.64,662.2,664.86,639.72,502.84,664.55,664.71,636.06,-12.62,-1.64,-3.1,-1.05,18.61,-0.92,52.6,47.84,-41.33,-34.66,-14.93,-9.27,58.67,58.65,-14.21,48,88.82,368861420.1,0
665.23,662.09,664.68,642.01,504.32,664.27,664.53,637.14,-6.95,1.38,-8.94,-2.35,15.72,-2.56,52.86,49.58,-39.81,-33.78,-14.55,-9.03,60.19,59.29,-28.36,43.42,85.28,368434117.8,0
663.66,662.14,663.98,644.37,505.77,663.77,664.21,638.15,-1.35,22.64,-7.04,-3.64,12.79,-2.76,52.35,55.01,-41.73,-35.23,-15.98,-9.42,58.27,59.04,-16.1,42.41,83.67,368890015.5,0
665.87,665.65,664.36,646.63,507.29,667.58,666.21,639.6,10.69,17.29,-2.13,-4.26,10.86,-3.15,58.21,56.49,-15.46,-19.41,-7.27,-8.65,84.54,67.67,92.11,63.85,91.34,369167956.7,1
671.76,669.25,665.55,649.09,508.89,676.38,671.26,641.73,30.82,35.33,29.18,-3.27,9.54,-2.56,65.19,61.24,-4.04,-4.04,-1.72,-1.01,95.96,79.59,228.98,108.07,106.75,374554156.7,1
676.95,672.3,667.28,651.41,510.48,680.61,674.49,643.59,25.37,13.3,26.75,-2,8.43,-2.18,62.27,56.08,-12.05,-12.05,-5.12,-3,87.95,89.49,172.45,111.36,105.12,377136755.1,0
679.38,672.31,668.25,653.71,511.98,679.04,674.75,644.85,13.1,5.24,35.74,0.86,7.5,-1.63,55.11,53.31,-33.59,-33.59,-14.28,-8.37,66.41,83.44,81.1,81.55,92.24,375601354.4,0
674.22,668.94,668.03,655.34,513.3,665.02,667.88,644.55,-38.21,-27.15,-20.92,0.57,5.18,-1.78,40.36,43.77,-86.25,-86.25,-42.53,-24.22,13.75,56.04,-183.84,-51.09,51.08,366291354.4,0
665.94,665.91,666.3,656.73,514.58,654.61,661.68,644.12,-60.18,-30.72,-24.85,0.25,3.12,-0.63,39.43,40.79,-90.89,-90.89,-61.98,-25.53,9.11,29.76,-184.14,-80.13,45.39,364124025.7,0
653.68,662.72,664.45,657.41,515.86,647.29,656.41,643.67,-56.42,-30.5,-43.12,-1.5,0.62,-1.03,39.08,41.93,-83.79,-83.79,-63.69,-25.99,16.21,13.02,-169.55,-106.64,39.12,362192385,1
637.45,657.2,659.6,657.39,517.03,634.18,647.59,642.27,-67.95,-55.76,-62.71,-4.14,-1.92,-1.56,32.42,37,-97.01,-97.01,-97.01,-36.06,2.99,9.44,-170.23,-176.13,21.35,364079654,0
623.68,651.53,655.06,657.31,518.21,625.13,640.22,640.89,-29.94,-55.74,-57.09,-5.76,-4.42,-3.39,32.2,37.17,-97.98,-97.98,-97.98,-36.42,2.02,7.07,-133.48,-184.54,18.66,359783232,0
619.83,647.03,651.75,657.33,519.47,622.67,636.13,639.99,-16.05,-57.46,-46.77,-7.12,-5.08,-4.97,37.51,40.96,-80.41,-80.41,-80.41,-32.06,19.59,8.2,-110.71,-183.58,17.57,355459329.1,1
616.65,641.3,648.42,657.15,520.7,621.08,632.82,639.12,-14.76,-76.08,-45.26,-8.74,-6.35,-5.87,37.59,37.57,-80.26,-80.26,-80.26,-32,19.74,13.78,-78.11,-153.93,23.89,359243314,0
606.49,630.08,642.61,656.27,521.74,607.99,623.54,636.87,-26.13,-107.26,-81.89,-11.54,-8.67,-7.86,28.78,33.12,-97.74,-97.74,-97.74,-46.7,2.26,13.86,-118.69,-238.47,-3.25,357878441.3,0
603.5,620.48,637.56,655.56,522.84,602.99,617.99,635.15,-14.05,-82.89,-69.79,-13.96,-11.64,-9.16,33.95,36.94,-81.73,-81.73,-81.73,-42.14,18.27,13.42,-113.81,-245.04,-10.5,351558192,1
596.12,609.9,630.94,654.46,523.84,592.06,609.3,632.61,-47.56,-66.81,-105.02,-17.91,-14.94,-11.61,29.28,32.75,-96.28,-96.28,-96.28,-54.85,3.72,8.08,-126.07,-274.9,-28.69,354891791,0
587.47,603.65,623.75,653.13,524.85,586.2,602.97,630.33,-43.41,-59.31,-119.49,-23.63,-17.46,-13.99,31.2,34.03,-93,-93,-93,-56.03,7,9.66,-106.69,-244,-28.64,352511687.5,0
578.25,597.45,615.02,651.45,525.83,581.39,597.29,628.03,-10.04,-60.88,-117.3,-29.17,-20.26,-18.15,30.63,32.03,-83.42,-83.53,-83.53,-60.54,16.58,9.1,-117.37,-241.41,-40.45,351835032.2,1
576.89,591.69,606.87,649.77,526.83,579.27,593.24,625.95,-17.98,-32.92,-100.87,-34.43,-23.4,-22.76,32.22,34.22,-80.19,-81.35,-81.35,-58.96,19.81,14.46,-77.05,-187.55,-28.08,354670161.8,1
577.57,590.53,601.19,648.59,527.91,584.97,593.81,624.79,26.2,-10.67,-40.61,-35.18,-25.8,-26.45,41.65,39.13,-55.49,-67.04,-67.04,-48.59,44.51,26.96,-24,-133.43,-10.24,352931997.6,1
582.84,589.48,598.3,647.32,528.97,588.82,594.31,623.69,22.05,-21.21,-37.26,-35.66,-28.25,-28.57,41.71,42.25,-50.52,-66.94,-66.94,-48.51,49.48,37.93,5.67,-110.09,-3.78,355284718,0
588.19,587.83,595.98,645.88,530.06,592.97,595.57,622.81,29.48,-16.64,-31.4,-35.21,-30.75,-28.18,43.72,39.44,-41.62,-63.77,-63.77,-46.22,58.38,50.79,11.61,-106.95,-6.56,352580270.4,0
590.51,584.38,592.46,644.24,531.07,589.76,593.35,621.26,8.33,1.54,-24.59,-33.74,-34.85,-28.31,38.33,36.81,-56.33,-75.77,-75.77,-54.91,43.67,50.51,-19.37,-124.05,-20.35,355359519.7,0
602.57,589.73,594.41,644.1,532.32,604.96,600.99,621.81,38.97,42.35,28.3,-30.46,-36.94,-26.96,55.49,43.69,-2.98,-40.93,-40.93,-29.66,97.02,66.36,137.58,-44.87,22.38,346559032.1,1
600.7,589.13,592.98,642.88,533.34,598.97,598.44,620.45,-9.53,16.82,-30.74,-29.84,-39.57,-25.31,43.4,38.49,-56.18,-73.32,-73.32,-53.14,43.82,61.5,-47.71,-124.53,-30.6,359205637.9,1
596.35,589.59,589.92,641.51,534.28,590.92,594.15,618.66,-26.44,0.33,-43.08,-29.76,-40.7,-23.91,40.97,37.9,-69.6,-81.49,-81.49,-59.06,30.4,57.08,-73.66,-130.15,-41.84,362247377,0
586.52,587.36,585.22,639.28,535.16,577.98,586.5,616.05,-31.25,-19.67,-29.71,-27.75,-42.26,-23.85,36.85,35.64,-94.59,-96.7,-96.7,-70.09,5.41,26.54,-142.98,-152.85,-66.08,360879935.8,0
576.07,583.29,581.59,636.68,535.87,562.34,576.42,612.72,-104.28,-43.95,-61.93,-27.45,-44.45,-23.88,33.48,33.94,-92.11,-94.75,-94.75,-80.3,7.89,14.57,-196.88,-178.81,-95.06,352752315.8,0
556.25,579.41,577.54,634.03,536.6,553.65,569.12,609.72,-50.74,-60.12,-33.92,-24.72,-45.37,-20.6,35.06,34.68,-85.66,-90.38,-90.38,-77.78,14.34,9.22,-172.05,-174.54,-101.68,349886861.3,1
539.27,569.99,572.68,630.5,537.16,536.48,556.94,605.5,-72.68,-94.4,-72.35,-22.9,-46.96,-19.19,30.02,32.11,-97.88,-98.51,-98.51,-87.83,2.12,8.12,-180.34,-192.44,-129.23,356915192.1,0
521.93,559.14,566.51,626.84,537.65,520.35,544.42,600.9,-64,-113.15,-83.67,-21.61,-49.6,-17.15,28.22,29.24,-92.08,-94.17,-94.17,-93.66,7.92,8.12,-179.71,-212.76,-160.16,348995317.7,1
507.93,547.22,560.1,622.97,537.83,507.59,533.09,596.24,-49,-101.28,-92.95,-21.3,-52.66,-17.11,27.46,25.8,-95.08,-96.36,-96.37,-96.37,4.92,4.98,-136.71,-197.3,-159.23,351894672.5,1
499.81,537.94,554.06,619.32,538.09,501.89,525.34,592.1,-45.78,-144.87,-105.9,-23.82,-53.42,-16.8,30.29,27.51,-89.95,-92.29,-92.59,-92.59,10.05,7.63,-98.68,-172.99,-145.66,349599775,0
493.32,524.78,547.45,616.1,538.47,502.53,521.43,588.64,1.69,-83.18,-92.71,-25.95,-54.42,-16.39,34.63,30.52,-81.82,-83.77,-86.59,-86.59,18.18,11.05,-77.06,-155.63,-137.17,345753044.1,1
494.31,516.79,541.06,612.66,538.86,504.05,518.82,585.44,18.98,-67.73,-94.17,-28.36,-53.96,-18.31,35.68,34,-79.84,-80.87,-85.13,-85.13,20.16,16.13,-54.35,-136.21,-123.64,348802419.6,0
500.91,511.42,535.34,609.56,539.35,509.73,519.23,582.92,39.03,-31,-62.25,-29.81,-53.58,-19.9,40.15,36.48,-71.29,-71.59,-78.83,-78.83,28.71,22.35,-30.15,-117.1,-109.49,347433507.4,1
511.32,509.62,531.82,606.91,539.91,517.85,521.94,581,43.62,3.03,-101.25,-34.79,-52.71,-21.03,44.04,38.5,-63.37,-63.37,-72.98,-72.98,36.63,28.5,-3.16,-98.35,-95.1,349728566,1
518.22,509.01,523.94,603.96,540.42,520.24,522.49,578.81,21.18,-11.26,-62,-36,-52.78,-21.2,41.98,39.96,-57.14,-68.91,-77.07,-77.07,42.86,36.07,16.38,-94.33,-95.41,352697289.1,0
524.44,508.88,520.22,601.26,540.99,525.12,524.75,577.09,27.82,32.77,-39.91,-35.87,-53.29,-26.03,44.99,41.45,-43.51,-62.88,-72.62,-72.62,56.49,45.33,27.46,-91.84,-97.12,348449887.8,1
534.92,514.62,519.12,598.91,541.69,536.58,531.07,576.4,38.4,71.4,7.4,-34.45,-53.03,-26.52,51.69,43.32,-12.36,-47.88,-61.56,-61.56,87.64,62.33,120.77,-57.5,-66.88,353452072.3,1
541.29,521.1,519.18,596.67,542.32,542.03,535.04,575.48,18.84,70.87,21.87,-31.22,-52.85,-27.29,49.94,42.66,-8.9,-51.88,-64.51,-64.51,91.1,78.41,116.21,-57.94,-70.95,357026088.6,0
545.28,528.3,520.82,594.5,542.92,546.04,538.5,574.64,29.04,63.56,17.78,-29.24,-51.8,-26.34,50.24,46.59,-7.63,-51.21,-64.02,-64.02,92.37,90.37,90.28,-61.42,-78.03,358984396,1
551.31,534.76,522.17,592.8,543.53,549.07,541.53,573.87,20.25,51.33,53.02,-24.41,-53.6,-24.07,50.57,45.24,-6.35,-50.54,-63.52,-63.52,93.65,92.38,98.75,-51.22,-71.07,363415731.3,0
555.37,539.9,525.97,590.75,544.15,551.13,544.02,573.14,-4.27,48.15,67.13,-18.61,-52.84,-22.01,50.59,48,-8.21,-50.49,-63.48,-63.48,91.79,92.6,93.55,-43.89,-66.98,365360809.3,0
554.54,544.73,530.77,588.69,544.8,552.54,546.08,572.45,2.42,34.26,73.29,-12.22,-51.47,-16.82,50.64,47.42,-8.07,-50.41,-63.42,-63.42,91.93,92.46,80.26,-44.05,-69.49,362797690.3,1
554.46,547.87,535.8,586.22,545.4,552.53,547.25,571.67,-1.52,18.42,62.04,-5.76,-48.98,-10.77,49.6,47.4,-15.21,-52.14,-64.7,-64.7,84.79,89.5,73.16,-39.68,-68.22,366947690.3,0
559.46,552.37,542.13,584.39,546.16,561.37,553.03,571.95,23.89,54.04,75.22,0.7,-44.59,-3.42,58.2,50.51,-0.22,-35.97,-52.78,-52.78,99.78,92.17,110.99,-17.78,-49.41,361915885.4,1
564.47,557.89,547.58,582.71,546.94,567.65,557.97,572.28,24.98,45.31,73.13,7.13,-40.17,2.69,58.54,47.84,-5.74,-35.26,-52.25,-52.25,94.26,92.95,136.07,-4.38,-39.47,366413150,0
568.92,562.15,552.61,580.97,547.72,570.93,561.52,572.48,22.13,17.99,56.39,11.7,-33.61,9.92,57.38,47.47,-10.24,-36.92,-53.48,-53.48,89.76,94.6,117.93,-6.16,-44.17,366830211.9,0
572.88,563.71,556.47,579.21,548.47,572.33,564,572.59,22.62,22.2,41.04,17.17,-26.5,14.93,56.35,46.51,-14.16,-38.35,-54.53,-54.53,85.84,89.96,100.57,-5.19,-46.1,367842046.2,0
574.94,564.7,558.52,577.19,549.13,569.15,563.78,572.2,-16.24,8.76,37.8,21.01,-19.74,18.19,51.13,47.21,-31.87,-45.87,-60.08,-60.08,68.13,81.24,30.33,-21.46,-62.8,366796867.1,0
571.18,565.32,561.04,575.14,549.79,566.19,563.14,571.73,-19.95,5.11,25.36,23.52,-14.36,19.61,50.11,38.22,-35.52,-27.51,-61.22,-61.22,64.48,72.82,6.76,-22.19,-65.84,365860285.3,1
567.03,565.75,562.8,572.83,550.46,563.95,562.47,571.25,-18.02,4.24,-0.03,23.23,-9.78,20.77,49.77,44.92,-49.24,-23,-61.58,-61.58,50.76,61.12,-45.78,-28.99,-73.35,364391495.4,0
563.32,566.12,562.76,570.12,551.1,562.28,561.83,570.77,-16.21,3.57,5.99,22.62,-5.41,21.46,49.53,46.94,-50.28,-23.49,-61.66,-61.82,49.72,54.99,-37.12,-23.15,-71.24,367637086.8,0
562.21,567.55,563.95,567.74,551.81,564.72,563.24,570.73,6.81,17.09,15.57,22.54,-2.01,19.44,54.3,53.54,-29.68,-13.86,-55.27,-57.02,70.32,56.93,28.07,-0.55,-57.99,368221338.1,1
564.33,569.63,565.33,565.69,552.53,567.6,565.08,570.83,13.11,-5.67,18.22,21.2,0.81,17.39,55.88,59.19,-29.29,-10.48,-45.91,-55.33,70.71,63.58,48.97,12.09,-53.25,371247736.5,1
567.68,569.43,566.89,564.49,553.27,570.74,567.25,571.07,17.55,-3.19,21.79,19.45,4.45,15.12,57.42,58.91,-21.51,-7.19,-40.42,-53.69,78.49,73.17,71.71,24.9,-48.11,373154094.8,1
570.64,568.84,568.25,563.3,553.98,571.92,568.53,571.2,15.34,-3.22,18.91,17.36,7.49,13.05,55.84,68.28,-28.92,-9.67,-39.52,-54.92,71.08,73.43,64.82,29.7,-47.83,374499880,0
570.74,567.03,568.54,561.83,554.6,567.76,566.88,570.74,-10.17,-15.7,6.92,15.24,7.99,11.1,48.14,68,-68.89,-23.03,-47.92,-61.59,31.11,60.22,-62.2,0.3,-65.58,372216422.2,0
567.24,564.73,568.51,560.71,555.2,562.53,564.19,570,-21.29,-10.72,-26.96,11.31,8.85,9.08,44.83,67.55,-84.61,-32.59,-52.41,-64.9,15.39,39.19,-137.34,-19.03,-75.56,368862608.9,0
563.36,563.84,566.72,559.65,555.84,559.68,562.33,569.38,-23.04,-6.28,-26.23,7.49,9.21,7.87,45.87,66.46,-66.82,-30.71,-51.25,-64.04,33.18,26.56,-140.13,-28.23,-79.54,367509062.1,1
560.05,563.87,565.31,558.51,556.52,559.95,561.99,569.03,-13.79,1.01,-17.01,4.67,9.8,5.57,49.36,65.22,-49,-29.36,-47.29,-61.12,51,33.19,-77.38,-6.84,-68.93,370904020.1,1
559.12,564.88,564.75,557.54,557.24,563.18,563.38,569.05,10.19,10.7,-5.51,2.88,10.61,3.08,53.87,66.29,-27.69,-20.96,-41.71,-57.01,72.31,52.16,18.57,26.97,-53.73,373859243.1,1
563.82,567.28,565.31,557.56,558,569.77,566.94,569.6,30.87,13.34,20.15,2.2,11.88,1.53,59.53,66.17,-1.33,-2.94,-33.59,-51.02,98.67,73.99,113.73,59.95,-38.37,376992010.9,1
569.38,568.31,566.53,557.3,558.74,573.13,569.29,570,25.89,6.5,19.61,1.98,13.69,1.03,57.76,62.62,-10.57,-7.37,-35.47,-52.41,89.43,86.8,108.46,67.82,-34.78,379884688.4,0
577.36,570.36,568.93,557.78,559.56,580.04,573.76,570.93,33.38,16.84,34.39,3.3,14.53,1.46,63.11,68.48,-3.47,-2.47,-26.94,-46.12,96.53,94.87,135.2,91.28,-22.93,379612403.4,1
585,572.53,571.73,558.26,560.43,586.26,578.29,572.02,29.06,24.42,39.76,4.6,15.56,2.24,64.77,67.6,-7.04,-6.49,-24,-43.94,92.96,92.97,163.26,118.88,-8.91,382702289.7,1
589.8,574.46,574.21,558.7,561.27,588.72,581.08,572.87,10.69,34.2,24.03,4.93,16.18,2.97,61.65,60.56,-14.85,-13.7,-27.08,-46.21,85.15,91.55,120.05,105.03,-12.76,382422580.9,0
592.91,578.37,576.27,559.17,562.12,591.98,584.25,573.87,18.63,46.42,25.13,5.19,18.23,3.88,63.47,64.24,-7.33,-6.76,-24.11,-44.03,92.67,90.26,98.79,101.48,-12.41,380480473.2,1
595.58,582.48,577.69,559.1,562.89,592.38,585.87,574.63,-0.67,39.21,16.17,4.98,19.69,3.94,60.11,61.93,-15.54,-15.54,-27.35,-46.42,84.46,87.43,81.08,99.27,-12.86,382706465.7,0
594.03,585.7,578.34,558.9,563.64,590.3,585.92,575.08,-12.55,25.66,11.87,4.7,20.8,3.45,55.88,59.11,-26.45,-26.45,-31.65,-49.59,73.55,83.56,46.36,82.92,-20.41,381759236.7,0
594.71,589.86,580.32,558.91,564.47,594.23,588.86,576.14,8.44,32.45,42.64,6.08,21.93,4.2,62.33,62.6,-1.79,-1.79,-21.93,-42.42,98.21,85.41,74.46,108.17,-7.1,379526390,1
594.27,592.04,582.61,559.07,565.2,593.3,589.33,576.74,-7.07,8.48,39.35,8.63,22.3,4.89,56.39,59.18,-18.26,-18.26,-28.42,-47.21,81.74,84.5,49.43,95.87,-11.76,382583562.6,0
593.49,593.2,585.65,558.26,565.97,593.73,590.29,577.44,1.41,14.73,40.62,11.2,22.32,6.55,57.69,60.69,-13.36,-13.36,-6.69,-45.78,86.64,88.86,44.07,101.85,-10.56,381150691.9,1
594.04,594.81,588.64,558.44,566.75,594.46,591.31,578.17,9.79,2.07,35.45,13.22,21.42,8.64,58.25,54.92,-13.69,-12.34,-6.21,-45.19,86.31,84.89,68.08,114,-3.45,381863784.4,0
597.44,595.74,591.69,559,567.57,597.37,593.47,579.15,1.09,4.48,33.54,14.72,20.24,10.31,61.25,56.46,-1.94,-1.36,-0.68,-41.93,98.06,90.34,77.36,114.29,-0.6,379816259.6,1
599.99,597.35,594.92,560.26,568.5,603.18,597.35,580.54,23.39,21.18,31.87,15.17,19.43,11.75,65.54,60,-4,-2.54,-1.39,-36.69,96,93.46,200.36,139.2,18.62,383405459.6,1
605.85,600.06,597.62,562.05,569.43,609.04,601.6,582.12,26.15,22.25,40.88,15.99,19.76,12.7,67.51,61.99,-7.44,-4.23,-2.41,-34.03,92.56,95.54,224.95,152.24,31.11,385702803.4,1
612.11,602.8,600.91,563.85,570.37,614.65,606.02,583.84,29.96,32.7,32.03,15.9,20.93,12.89,69.16,67.24,-1.75,-1,-0.58,-31.72,98.25,95.6,177.39,153.85,37.47,386339162.2,1
620,607.02,603.87,566.51,571.36,621.55,611.35,585.86,32.18,49.21,36.66,15.78,22.36,13.96,71.98,69.77,-4.37,-2.31,-1.4,-27.46,95.63,95.48,171.41,167.97,52.52,389813065.2,1
624.94,611.19,605.96,569.31,572.32,623.67,614.36,587.5,13.08,25.82,34.26,16.17,23.54,14.05,66.8,67.41,-19.16,-10.17,-6.16,-30.81,80.84,91.57,115.65,153.88,47.94,392406598.3,0
628.58,614.28,608.77,572.32,573.3,626.78,617.75,589.29,12.24,41.56,34.49,16.53,24.67,14.09,68.47,68.41,-9.51,-5.05,-3.26,-28.52,90.49,88.98,100.39,153.37,52.24,391950113.7,1
630.63,618.24,611.09,575.13,574.31,628.18,620.16,590.92,5.11,36.4,37.81,17.36,24.85,14.31,67.05,65.95,-13.29,-7.05,-4.55,-29.42,86.71,86.01,92.49,151.5,56.05,393183914.4,0
629.55,620.83,613.04,577.47,575.24,625.62,620.22,592.08,-14.85,24.57,34.36,18.23,25.08,13.34,59.99,61.83,-33.19,-17.61,-12.83,-34.14,66.81,81.34,32.1,115.34,37.62,390829236.3,0
627.72,623.86,615.9,579.85,576.15,625.81,621.31,593.42,-1.7,23.03,24.12,17.52,25.3,12.58,62.31,62.22,-23.38,-11.88,-9.35,-31.58,76.62,76.71,36.54,118.28,44.01,391020320.8,1
625.51,625.23,616.96,581.77,576.96,622.84,620.5,594.34,-16.11,2.06,25.45,16.98,24.84,12.11,56.54,60.25,-43.11,-21.25,-17.23,-35.77,56.89,66.77,14.33,103.87,39.66,393173946.1,0
620.23,624.4,618.04,583.22,577.66,617.42,617.97,594.82,-24.43,-14.18,11.97,15.88,24.35,10.56,50.91,61.59,-64.15,-31.62,-25.63,-40.4,35.85,56.45,-64.21,69.42,21.78,390475471,0
614.43,622.53,618.57,584.76,578.37,612.28,615.07,595.1,-18.5,-23.89,6.07,14.75,23.5,9.97,48.61,62.45,-78.8,-36.22,-29.36,-42.46,21.2,37.98,-66.67,69.82,25.77,388281312.8,0
