F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,class
231.37,236.69,238.76,248.62,217.44,233.26,236.17,243.38,-1.42,-11.05,-12.1,-7.8,-5.8,-6.15,41.06,36.41,-66.25,-74.49,-75.8,-60.56,33.75,25.27,-51.68,-129.68,-17.44,256775851.2,0
230.94,235.51,237.84,248.45,217.7,232.88,235.44,242.94,3.65,-15.35,-12.08,-7.85,-6.79,-6.6,40.52,36.45,-67.06,-76.41,-77.62,-62.02,32.94,36.25,-58,-138.02,-25.82,255145095.1,0
231.72,234,237,248.31,217.91,232.73,234.89,242.53,9.5,-12.43,-9.94,-7.85,-7.96,-6.74,40.83,37.81,-66.06,-75.63,-76.94,-61.47,33.94,33.54,-36.17,-124.75,-19.79,253454845.8,0
234,232.95,236.43,248.13,218.11,233.26,234.79,242.2,-3.91,-5.67,-9.85,-8.02,-8.95,-6.51,43.05,39.96,-59.24,-70.73,-72.3,-57.77,40.76,35.88,-42.43,-129.44,-26.06,251821670,1
233.87,232.71,235.95,248.06,218.34,234.7,235.29,242.02,4.67,3.78,-6.38,-7.77,-9.89,-6.16,46.7,42.76,-47.7,-62.44,-64.46,-51.5,52.3,42.34,9,-97.11,-7.76,253918110.7,1
233.7,232.54,235.11,247.79,218.57,233.82,234.7,241.63,-0.08,-2.25,-15.43,-8.1,-10.52,-6.17,41.79,41.66,-67.35,-76.55,-77.81,-62.23,32.65,41.91,-45.33,-126.09,-33.36,257130110.7,0
232.74,231.84,233.67,247.46,218.78,231.66,233.37,241.07,-5.07,-1.14,-17.5,-8.5,-10.99,-6.35,38.1,35.86,-84.17,-88.64,-89.24,-71.38,15.83,33.6,-90.99,-142.78,-52.3,256670110.7,0
231.52,231.62,232.34,247.06,218.97,229.88,232.08,240.49,-8.02,3.39,-13.69,-8.62,-11.49,-6.58,37.32,36.29,-85.82,-91.3,-91.77,-73.4,14.18,20.89,-115.51,-149.34,-64.64,253823417.8,1
229.95,231.98,231.38,246.65,219.13,228.74,231.06,239.94,-11.09,-11.77,-7.31,-8.05,-11.78,-6.44,37.53,37.23,-77.85,-90.89,-91.38,-73.09,22.15,17.39,-100.34,-142.07,-66.5,252836997.1,0
227.76,230.81,230.86,246.26,219.29,228.03,230.25,239.42,-5.46,-6.29,-7.71,-7.34,-11.98,-6.06,37.71,37.84,-76.69,-90.56,-91.07,-72.83,23.31,19.88,-97.36,-137.05,-70.65,251670409.2,1
225.94,229.82,230.05,245.75,219.44,226.34,228.92,238.77,-4.4,-9.19,-5.54,-6.4,-12.32,-5.34,34.61,33.01,-97.28,-98.88,-98.94,-79.92,2.72,16.06,-111.88,-140.01,-83.46,252230816.7,0
224.59,228.67,229.49,245.2,219.57,224.42,227.41,238.06,-5.71,-11.82,-2.32,-5.1,-12.96,-5.04,32.74,28.98,-88.21,-94.46,-94.73,-84.49,11.79,12.6,-136.09,-146.69,-101.08,249441428.9,0
224.37,227.95,229.65,244.78,219.8,224.69,227.01,237.56,-1.24,-9.1,-13.01,-5.11,-13.32,-4.46,39.65,32.93,-65.66,-83.06,-84.65,-75.5,34.34,16.28,-100.58,-125.97,-89.38,248107761.3,1
225.02,227.48,229.04,244.35,220.04,226.36,227.5,237.25,3.11,-7.85,-3.18,-4.77,-13.18,-3.43,45.49,35.53,-43.81,-71.99,-74.9,-66.8,56.19,34.11,14.52,-83.14,-51.02,250735396,1
226.45,227.11,229.11,243.84,220.27,228.84,228.65,237.12,10.83,1.72,1.64,-4.24,-12.57,-3.38,50.2,41.18,-20.29,-54.49,-66.04,-58.89,79.71,56.75,58.11,-65.42,-36.86,250444683.1,1
229.47,227.7,229.53,243.46,220.55,231.9,230.35,237.15,17.43,10.68,5.61,-3.64,-11.93,-2.8,54.61,46.36,-3.12,-39.35,-56.78,-50.64,96.88,77.59,116.4,-40.85,-13.23,253349868.3,1
233.33,228.96,230.06,243.15,220.83,234.56,232.08,237.26,14.65,13.57,5.55,-3.05,-10.91,-2.12,56.42,47.76,-0.55,-33.7,-52.75,-47.05,99.45,92.01,133.67,-25.85,0.11,254745003.4,0
237,230.69,230.73,242.91,221.12,237.58,234.18,237.51,13.91,17.15,6.06,-2.57,-9.42,-1.22,59.9,50.64,-2.68,-22.27,-44.61,-39.79,97.32,97.88,147.66,-5.59,19.02,258640003.4,1
239.74,232.38,231.14,242.57,221.41,239.52,235.86,237.74,9.62,16.8,11.34,-1.54,-8.76,-0.55,59.6,49.6,-8.26,-22.95,-45.09,-40.21,91.74,96.17,146.57,6.03,27.93,261014370.5,1
242.41,234.43,232.22,242.29,221.72,242.05,237.9,238.11,9.08,24.16,19.76,-0.11,-7.78,-0.2,62.98,51.58,-0.41,-11.61,-35.22,-33.01,99.59,96.22,129.74,19.2,37.69,260742360.8,1
245.06,237.26,233.93,242.15,222.02,245.12,240.33,238.62,11.39,30.67,24.96,1.38,-6.7,0.38,66.38,51.87,-3.53,-3.53,-25.91,-24.93,96.47,95.93,136.97,54.23,68.29,265829952.5,1
247.49,240.41,235.76,242.02,222.32,247.43,242.46,239.15,8.43,26.82,25.58,2.64,-5.66,1.32,67,53.63,-1.74,-1.74,-24.16,-23.42,98.26,98.11,115.72,59.27,70.44,267783366.1,1
248.83,242.92,237.47,241.79,222.65,248.4,243.89,239.59,6.93,20.62,23.73,3.85,-4.83,2.05,64.22,55.37,-10.64,-10.64,-26.63,-26.76,89.36,94.7,101.99,64.83,72.2,269954188,0
250.65,245.2,239.32,241.62,223.01,249.76,245.46,240.09,5.38,18.71,29.54,5.2,-3.95,2.6,66.12,60.16,-4.64,-4.64,-21.7,-22.56,95.36,94.32,87.58,65.94,70.07,267329188,1
252.02,247.21,241.53,241.55,223.37,251.16,247,240.64,2.69,15.93,33.36,6.57,-2.79,3.79,67.39,60.56,-4.25,-4.25,-18.16,-20.21,95.75,93.49,89.19,80.12,80.9,269509372.4,1
252.44,248.75,243.87,241.53,223.72,251.9,248.16,241.14,1.32,13.49,28.14,8.16,-1.45,5,66.31,64.17,-5.91,-5.83,-19.51,-21.42,94.09,95.07,80.55,80.74,79.95,270879662.5,1
252.68,250.09,245.88,241.54,224.09,252.35,249.09,241.61,2.94,9.65,23.56,9.19,-0.09,6.33,66.12,68.44,-8.11,-6.1,-19.74,-21.62,91.89,93.91,74,81.4,79.58,270915236.3,0
252.17,250.5,247.17,241.5,224.43,250.83,248.85,241.85,-4.72,4.37,13.99,9.66,1.21,7.22,56.43,56.57,-29.87,-20.82,-32.32,-33.24,70.13,85.37,31.83,57.25,54.92,270169361.3,0
251.81,251.23,248.37,241.39,224.79,250.78,249.18,242.2,-3.27,3.58,12.66,9.93,2.7,7.97,59.8,62.7,-21.32,-13.01,-25.64,-27.3,78.68,80.23,27.23,60.99,55.84,266505912.1,1
251.37,251.7,249.36,241.33,225.16,251.11,249.65,242.57,-1.61,0.49,11.88,10.18,4.36,8.6,60.99,63.94,-19.87,-10.14,-23.19,-25.12,80.13,76.31,49.5,74.99,66.97,266987244.4,1
250.95,251.69,250.17,241.32,225.49,251.15,249.94,242.91,-2.02,-0.8,7.63,10.24,6.15,8.71,60.08,63.33,-24.5,-11.51,-24.36,-26.16,75.5,78.1,44.7,74.76,64.91,266472360.7,1
250.13,251.41,250.57,241.29,225.84,250.5,249.81,243.16,1.42,-1.14,5.79,10.02,7.45,8.46,56.4,60.5,-45.27,-17.02,-29.07,-30.35,54.73,70.12,-31.51,59.36,47.71,265319307.6,0
251.35,251.76,251.31,241.25,226.21,251.62,250.54,243.58,3.17,1.37,6.75,9.52,8.52,8.04,62.07,61.29,-12.03,-4.52,-18.39,-20.85,87.97,72.73,48.95,79.82,65.82,264592592.3,1
253.29,252.55,252.26,241.25,226.62,254.55,252.34,244.24,8.64,6.44,9.13,8.91,9.56,7.82,68.28,69.35,-16.46,-6.03,-6.03,-7.55,83.54,75.41,290.72,130.42,114.23,269259596.5,1
254.54,252.96,252.74,241.24,227,255.69,253.36,244.78,6.74,4.62,5.94,8.16,10.27,7.28,64.11,71.6,-31.11,-11.4,-11.4,-13.32,68.89,80.13,201.65,128.32,111.07,270099877.5,0
256.59,253.77,253.42,241.29,227.41,257.63,254.84,245.43,12.31,8.23,11.17,7.67,11.02,6.42,67.25,73.97,-9.78,-3.58,-3.58,-5.68,90.22,80.88,170.45,134.42,116.4,267912333.7,1
258.13,254.13,253.89,241.41,227.77,257.39,255.22,245.88,3.06,9.15,4.43,6.71,11.43,5.3,59.89,69.56,-37.61,-13.78,-13.78,-15.65,62.39,73.84,70.8,109.44,91.51,271155093.5,0
259.09,255.22,254.33,241.68,228.13,257.8,255.84,246.38,-1.78,7.93,4.66,5.61,11.99,4.51,61.57,70.16,-27.28,-9.99,-9.99,-11.95,72.72,75.11,83.81,114.59,99.4,271050517.7,1
256.73,255.01,253.94,241.77,228.45,254.74,254.53,246.47,-9.36,-3.13,-4.74,4.34,11.98,3.5,48.67,64.98,-87.97,-32.23,-32.23,-33.7,12.03,49.05,-53.12,65.1,47.57,272324927.2,0
254.8,254.67,253.58,241.89,228.77,252.6,253.4,246.54,-13.19,-2.94,-4.96,3.24,11.64,2.54,48.33,66.55,-73.09,-33.28,-32.94,-34.4,26.91,37.22,-124.85,33.43,13.25,269142837.6,1
251.53,254.06,253.01,241.91,229.08,250.13,251.9,246.49,-11.74,-4.01,-2.59,2.61,11.03,1.71,44.93,62.13,-88.54,-50.28,-39.91,-41.21,11.46,16.8,-119.21,26.61,5.46,270406720.5,0
250.32,254.23,253.23,242.04,229.42,250.37,251.72,246.66,-7.75,-2.99,0.18,2.13,10.69,1.11,51.59,62.68,-60.12,-36.42,-27.24,-28.83,39.88,26.08,-73.39,43.92,25.48,267358770.7,1
250.06,254.57,253.7,242.24,229.78,252.69,252.73,247.08,8.68,-3.09,5.55,1.88,10.3,1.2,57.81,63.71,-28.49,-19.1,-12.91,-14.81,71.51,40.95,40.03,90.92,81.5,269586162,1
252.03,254.38,254.18,242.51,230.15,254.62,253.78,247.53,10.17,0.49,7.23,1.87,9.75,1.11,58.84,62.36,-22.74,-17.39,-10.3,-12.26,77.26,62.88,66.1,102.83,97.68,271438434.8,1
254.2,254.5,254.74,242.9,230.52,256.13,254.75,247.98,13.97,-2.35,9.96,2.03,9.59,1.13,59.46,61.82,-19.45,-15.77,-8.81,-20.52,80.55,76.44,56.08,97.51,95.63,271317547.8,1
258.85,255.19,256.12,243.59,230.9,260.24,257.25,248.78,17.59,11.54,14.6,2.33,9.6,1.59,66.85,64.26,-4.71,-4.5,-2.46,-2.46,95.29,84.37,156.37,142.17,156.71,274201198.6,1
261.96,256.14,257.01,244.23,231.27,262.29,258.91,249.47,9.07,7.76,5.98,2.21,9.82,2.16,64.04,62.92,-12.42,-11.87,-6.5,-6.5,87.58,87.81,128.87,132.39,148.81,276128280.8,0
263.76,256.91,257.44,244.99,231.64,263.64,260.26,250.14,7.87,17.72,8.36,2.3,9.89,2.35,64,61.28,-12.53,-12.53,-6.56,-6.56,87.47,90.12,121.32,132.42,151.32,276216395.4,0
265.14,258.58,257.96,245.84,231.99,264.21,261.18,250.73,6.19,17.03,3.84,2.02,9.91,2.17,62.52,58.57,-16.27,-16.27,-8.52,-8.52,83.73,86.26,88.01,118.54,136.13,274676395.4,0
266.89,260.55,258.42,246.43,232.32,265.45,262.41,251.41,-0.52,22.76,11.02,2.27,10.11,2.27,64.77,59.46,-6.63,-6.63,-3.47,-11.27,93.37,88.19,91.85,120.75,142.77,274541674.9,1
267.75,263.3,259.55,247.23,232.66,267.88,264.29,252.24,6.35,21.86,14.11,2.64,10.45,2.24,68.53,62.87,-4.86,-4.86,-2.73,-2.73,95.14,90.75,112.96,142.64,172.27,277843017.5,1
268.85,265.4,260.5,248.02,233.01,269.22,265.67,253.01,5.55,14.59,23.27,3.71,10.41,2.5,67.19,61.33,-7.49,-7.49,-4.21,-4.21,92.51,93.67,92.25,136.35,166.14,279112035.3,1
269.37,266.57,261.95,248.75,233.33,269.12,266.26,253.64,3.59,10.45,20.62,4.7,9.91,2.34,62.49,58.58,-16.92,-16.92,-9.5,-9.5,83.08,90.25,64.9,121.62,148.1,280180227.8,0
270.4,267.77,263.54,249.48,233.67,269.57,267.03,254.3,2.54,11.33,25.3,5.77,9.59,3,63.91,59.71,-12,-12,-6.74,-7.14,88,87.87,70.2,124.98,152.76,279513131,0
271.23,269.06,265.46,250.17,234.04,270.42,267.96,255,-0.61,3.66,21.25,6.58,9.14,3.78,65.4,60.51,-7.5,-7.5,-4.23,-4.23,92.5,87.86,84.97,131.33,159.25,279278783.2,1
270.72,269.24,266.84,250.93,234.39,270.35,268.36,255.59,-1.71,3.81,12.88,6.86,8.79,4.69,62.15,63.02,-20.29,-13.57,-7.65,-7.65,79.71,86.74,63.71,117.65,144.66,279339926,0
269.97,269.41,267.61,251.74,234.76,269.6,268.32,256.08,-0.82,1.76,9.63,6.95,8.23,5.08,58.76,60.21,-35.25,-20.13,-11.35,-14.61,64.75,78.99,21.25,102.66,128.64,278509089.8,0
270.9,270.14,268.69,252.69,235.16,270.94,269.28,256.77,3.14,8.28,14.47,7.13,8.47,5.38,64.31,62.18,-15.15,-8.94,-5.18,-16.68,84.85,76.44,108.97,126.07,155.53,277338279,1
273.61,272,270.47,253.84,235.62,275.29,271.96,257.84,11.87,16.05,15.53,7.16,9.14,6.13,71.97,66.44,-3.26,-1.74,-1.1,-1.1,96.74,82.12,248.99,165.9,200.86,278171163.6,1
274.39,272.81,271.01,254.83,236.07,275.54,272.7,258.55,5.85,3.31,9.66,7.31,9.83,6.54,61.14,62.73,-38.72,-20.68,-13.04,-13.04,61.28,80.96,152.12,142.6,177.52,281880000.8,0
272.42,271.57,270.58,255.58,236.43,270.48,270.45,258.62,-7.76,-11.55,-6,6.75,9.83,6.04,46.32,52.79,-92.42,-58.07,-36.62,-36.62,7.58,55.2,-120.15,57.62,89.05,275019286.5,0
273.35,271.66,271.04,256.62,236.84,271.24,270.87,259.17,-0.86,3.83,7.42,6.89,9.91,5.83,55.51,55.05,-45.35,-28.5,-18.1,-17.97,54.65,41.17,73.95,115.41,148.19,264997147.4,0
271.73,271.32,271.05,257.43,237.22,269.33,269.9,259.42,-18.49,-4.98,-2.44,6.37,9.8,5.5,50.11,52.95,-72.89,-45.79,-33.56,-28.88,27.11,29.78,-57.62,73.06,106.59,262700119.9,0
267.93,270.77,270.84,258.13,237.62,267.88,269.01,259.64,-11.04,-7.12,-7.73,5.53,9.62,4.82,49.75,51.41,-74.78,-46.99,-35.71,-29.64,25.22,35.66,-110.45,51.65,87.49,258380119.9,0
264.72,269.55,269.93,258.66,237.98,265.25,267.36,259.65,-0.37,-10.21,-11.92,4.18,8.89,3.83,46.17,51.23,-93.82,-58.95,-47.6,-37.18,6.18,19.5,-150.17,18.93,60.78,257330266.7,0
266.03,269.22,269.57,259.23,238.36,265.8,267.28,259.94,-5.87,-1.22,-2.04,3.31,8.57,2.57,51.36,53.18,-67.61,-42.48,-36.96,-26.8,32.39,21.26,-67.22,46.91,85.35,254621193.6,1
263.92,268.64,269.09,259.68,238.71,264.6,266.36,260.03,-3.28,-11.4,-8.26,2.02,8.13,1.47,47.99,55.46,-85.32,-53.61,-48.16,-33.81,14.68,17.75,-84.22,28.76,72.09,256429915.1,0
262.86,267.3,268.36,260.01,239.07,263.15,265.24,260.04,-4.77,-23.76,-11.89,0.74,7.64,0.77,46.59,54.72,-82.71,-58.35,-56.66,-36.8,17.29,21.45,-114.1,-1.6,50.05,253978565.6,0
262.25,265.09,267.63,260.38,239.43,262.75,264.65,260.11,1.97,-14.09,-8.24,-0.07,7.11,0.07,48,56.72,-76.9,-54.25,-52.68,-34.22,23.1,18.36,-65.44,18.37,66.34,254518053.9,1
261.7,263.21,266.7,260.59,239.77,260.9,263.29,260,-9.68,-3.14,-10.9,-0.86,6.22,-0.85,44.51,52.56,-92.91,-87.44,-65.55,-41.34,7.09,15.83,-94.58,-13.46,45.38,253129333.3,0
260.06,263.04,266.03,260.73,240.09,260.17,262.46,259.95,-3.52,-14.06,-14.92,-1.99,5.41,-1.23,45.84,50.58,-87.88,-87.88,-62,-39.1,12.12,14.11,-87.22,-18.47,42.95,250728701.7,0
261.51,262.72,265.74,261.08,240.46,263.27,263.73,260.32,9.24,3.97,-14.52,-3.15,5.08,-1.26,54.38,54.28,-51.5,-51.5,-36.34,-22.92,48.5,22.57,10.99,48.64,89.37,251131233.3,1
263.31,263.09,264.68,261.46,240.67,265.26,264.73,260.67,7.29,4.24,-6.8,-3.78,4.54,-1.67,54.19,53.94,-51.89,-52.28,-36.88,-23.26,48.11,36.24,60.23,62.37,99.34,254240218.8,1
263.94,263.1,263.9,261.71,240.84,265.2,264.8,260.84,7.88,5.11,4.74,-3.37,3.85,-2.92,50.63,48.63,-65.69,-66.3,-46.77,-29.5,34.31,43.64,35.85,35.89,82.59,256082390.3,0
266.45,264.08,264.57,262.03,241.03,266.72,265.7,261.19,11.05,2.86,-3.01,-3.77,3.42,-3.41,54.26,51.34,-49.67,-50.56,-35.67,-22.5,50.33,44.25,67.46,54.02,95.36,255171719,1
267.99,264.03,264.12,262.29,241.21,266.62,265.83,261.4,-3.06,4.19,0.91,-3.64,3,-2.75,51.35,50.02,-45.75,-61.84,-43.63,-27.52,54.25,46.29,103.31,60.67,98.8,258248670.9,0
267.29,264.4,264.15,262.54,241.4,266.39,265.85,261.57,-3.3,5.71,0.94,-3.3,2.22,-2.97,50.93,50.23,-43.56,-63.42,-44.75,-28.22,56.44,53.67,45.96,35.06,81.05,254645392.2,1
266.52,264.92,264.18,262.9,241.6,266.07,265.77,261.73,0.33,3.47,5.44,-2.64,0.99,-2.83,50.45,49,-46.27,-65.18,-45.99,-29.01,53.73,54.8,12.11,17.46,70.89,254218345.6,0
265.48,264.71,264.17,263.08,241.78,264,264.7,261.65,-9.88,2.66,-7.02,-2.83,0.15,-2.75,45.47,44.93,-75.2,-83.92,-59.21,-37.35,24.8,44.99,-33.69,-3.5,59.12,255386272.9,0
263.4,264.93,263.63,263.23,241.95,262.45,263.73,261.56,-7.05,0.66,-2.86,-2.62,0.07,-2.28,45.03,45.05,-77.85,-85.65,-60.42,-38.11,22.15,33.56,-98.31,-44.18,37.92,252199326,0
262.77,265.38,263.71,263.47,242.16,262.72,263.64,261.63,-2.69,-6.22,3.02,-2.05,-0.47,-2.25,49.08,47.77,-57.58,-72.51,-51.16,-32.27,42.42,29.79,-35.81,-16.33,53.38,252637440.1,1
262.43,264.86,264,263.77,242.34,263.24,263.76,261.73,-1.15,-4.97,2.32,-1.64,-0.7,-1.96,50.11,47.55,-54.01,-69.06,-48.73,-30.73,45.99,36.85,-0.65,2.23,63.2,253771520.4,1
262.5,264.51,264.27,264.01,242.53,264.07,264.12,261.89,5.87,0.65,8.53,-0.89,-0.82,-1.27,51.64,47.48,-46.1,-64.1,-45.22,-28.52,53.9,47.44,4.61,5.44,64.84,254194377.5,1
265.15,265.31,265.4,264.27,242.79,267.08,265.75,262.33,13.75,3.36,14.41,0.23,-0.67,-0.09,58.5,51.1,-6.41,-39.21,-27.66,-17.45,93.59,64.49,115.19,70.83,94.73,256584017.8,1
268.39,265.9,266.61,264.62,243.04,269.92,267.54,262.85,12.34,9.18,6.12,1.03,-0.82,1.15,60.53,52.82,-5.2,-30.83,-21.75,-13.72,94.8,80.76,170.78,113.72,113.75,260120939.2,1
270.5,266.63,266.92,264.86,243.29,271.21,268.68,263.28,9.52,7.85,4.55,1.47,-0.85,1.62,58.3,50.07,-13.79,-36.91,-26.04,-16.43,86.21,91.53,135.94,107.5,111.34,261502927.2,0
272.42,267.43,267.25,265.2,243.57,272.1,269.62,263.69,8.14,8.46,8.79,1.62,-0.64,1.87,58.38,45.74,-13.37,-36.09,-25.83,-16.29,86.63,89.21,106.99,97.76,105.77,261194858.6,0
274.11,268.31,267.9,265.51,243.87,272.8,270.45,264.1,1.08,14.32,4.44,1.91,-0.37,1.85,58.69,49.17,-11.89,-34.41,-25.09,-15.83,88.11,86.98,91.09,98.8,104.21,261902248.4,0
273.74,269.44,268,265.97,244.14,272.28,270.6,264.38,-4.35,11.88,4.83,2.06,0.08,2.01,54.61,55.54,-25.97,-44.55,-32.12,-20.26,74.03,82.93,57.09,73.57,92.68,262600319.5,0
273.45,270.92,268.56,266.48,244.43,272.89,271.24,264.77,0.34,10.88,8.19,2.34,0.56,1.74,57.71,50.77,-15.09,-14.67,-25.23,-15.92,84.91,82.35,73.96,98.65,101.19,260871210.8,1
273.71,272.1,269.21,267.08,244.72,273.63,271.94,265.17,1.22,10.83,9.68,2.5,0.71,1.99,58.73,55.82,-10.61,-10.32,-22.92,-14.46,89.39,82.78,72.99,106.44,103.11,261004733.6,0
272.08,272.25,269.23,267.38,244.97,271,270.81,265.19,-8.45,0,5.87,3,0.54,1.83,46.97,50.41,-53.81,-52.31,-60.33,-28.52,46.19,73.5,-37.98,-14.19,59.66,262440951.2,0
269.61,271.86,269.37,267.47,245.22,267.94,269.18,265.06,-9.42,-11.29,2.46,3.2,0.47,1.53,43.08,51.02,-71.9,-69.9,-77.34,-34.42,28.1,54.56,-86.29,-67.88,41.77,260897906.4,0
266.94,270.34,269.27,267.46,245.43,264.59,267.13,264.78,-16.24,-17.7,-5.36,2.88,0.01,1.56,39.54,44.84,-94.99,-87.53,-90.61,-40.32,5.01,26.44,-141.4,-131.57,19.73,259513384.9,0
263.39,268.42,268.78,267.4,245.67,261.86,265.18,264.45,-18.69,-17.38,-7.86,2.49,-0.26,1.39,38.27,46.54,-84.71,-84.71,-88.19,-42.55,15.29,16.14,-155.47,-168.14,5.33,257091371.1,0
259.83,266.77,268.28,267.18,245.89,260.34,263.74,264.17,-8.46,-16.6,-8.46,1.83,-0.37,1.05,39.5,48.22,-81.19,-81.19,-85.48,-41.24,18.81,13.04,-123.99,-141.66,9.56,257370150.2,0
257.36,264.72,267.4,266.92,246.11,258.02,261.86,263.75,-8.43,-20.8,-19.72,0.52,-0.6,0.97,36.04,44.97,-96.89,-96.89,-97.6,-47.08,3.11,12.4,-127.73,-172.37,-6.55,257504987.1,0
256.54,263.08,266.3,266.75,246.33,257.93,261.11,263.51,-0.14,-13.49,-17.84,-0.4,-0.46,0.9,42.16,50.32,-77.58,-77.58,-82.6,-40.53,22.42,14.78,-93.41,-144.46,-0.02,255403829.6,1
256.17,261.55,264.9,266.56,246.54,257.29,260.19,263.22,-0.39,-18.11,-17.77,-1.26,-0.31,0.12,40.51,48.42,-84.41,-84.41,-87.9,-43.13,15.59,13.71,-72.56,-127.58,2.57,257906145.4,0
256.95,260.17,263.94,266.41,246.76,258.3,260.21,263.11,3.03,-14.79,-13.57,-2.12,-0.21,-0.52,46.16,44.17,-67.47,-67.47,-74.76,-36.68,32.53,23.52,-42.5,-87.94,17.02,256978397,1
258.55,259.19,263.33,266.26,246.99,260.63,261.13,263.19,11.91,-0.44,-8.89,-2.63,-0.04,-1.04,51.89,47.63,-47.77,-47.77,-59.48,-29.19,52.23,33.45,-2.95,-39.8,37.22,258556897,1
261.17,259.27,262.78,266.15,247.23,262.58,262.11,263.32,8.74,4.67,-4.75,-3,0.03,-1.56,53.17,50.87,-43.07,-43.07,-55.83,-27.4,56.93,47.23,37.04,-2.19,53.54,260639325.4,1
261.95,259.25,262.09,266,247.46,262.26,262.02,263.25,5.59,3.72,-12.52,-3.8,-0.31,-2.24,47.58,44.95,-62.34,-62.34,-70.78,-34.73,37.66,48.94,16.2,-33.77,36.64,261812879.6,0
263.41,259.79,261.32,265.86,247.69,262.61,262.25,263.26,3.01,6.91,-11.78,-4.62,-0.49,-2.91,49.58,48.04,-53.95,-55.59,-65.54,-32.16,46.05,46.88,29.45,-33.32,35.11,259676776.3,1
263.15,260.05,260.17,265.6,247.91,261.42,261.67,263.09,-6.27,1.75,-6.71,-5.11,-0.89,-3.9,44.95,45.82,-61.18,-72.52,-78.68,-38.61,38.82,40.84,-0.37,-70.56,14.57,259767038.5,0
261.91,260.23,259.69,265.38,248.14,260.64,261.2,262.93,-7.41,5.69,-2.74,-5.31,-1.64,-4.8,45.01,46.15,-54.27,-72.33,-78.53,-38.53,45.73,43.53,-26.18,-87.32,2.54,258654606,0
259.7,260.44,259.24,265.12,248.32,258.92,260.16,262.64,-6.13,-2.27,-2.41,-5.19,-2.24,-5.14,41.26,47.27,-77.76,-86.54,-89.56,-43.94,22.24,35.6,-94.3,-124.48,-22.77,259627286.7,0
259.17,260.56,259.32,264.83,248.5,258.93,259.94,262.5,-4.37,2.93,2.54,-4.79,-2.74,-5.06,45.94,49.75,-55.12,-72.84,-78.93,-38.73,44.88,37.62,-27.46,-87.36,-4.8,260644418.1,1
258.74,261.07,259.65,264.37,248.69,259.67,260.16,262.44,2.11,0.83,3.86,-4.32,-3.34,-4.36,48.71,48.71,-40.83,-64.19,-72.01,-35.44,59.17,42.1,13.86,-56.49,8.44,262025751.5,1
259.88,261.52,260.19,264.15,248.9,261.37,261,262.53,5.69,-0.53,11.38,-3.12,-3.99,-3.37,53.01,50.3,-17.16,-49.86,-60.47,-29.98,82.84,62.3,71.27,-11.3,29.62,263129922.6,1
262.04,261.97,261.36,264.34,249.14,264.19,262.61,262.82,14.37,3.36,12.1,-1.97,-3.84,-2.37,58.29,52.34,-5.93,-29.81,-44.66,-22.35,94.07,78.69,144.51,57.87,67.89,265097129.8,1
265.52,262.61,262.44,264.34,249.4,267.09,264.47,263.22,13.92,11.26,16.85,-0.64,-3.5,-1.04,61.08,49.86,-2.04,-17.88,-17.88,-17.93,97.96,91.63,159.42,94.72,86.94,266935219.7,1
267.27,263.22,263.28,264.38,249.63,267.3,265.06,263.39,6.58,4.4,7.41,0.17,-3.14,-0.11,54.39,45.43,-34.5,-38.22,-38.22,-29.68,65.5,85.84,122.61,77.42,77.41,269838979.7,0
269.51,264.12,264.14,264.53,249.87,268.98,266.39,263.74,7.57,13.31,7.04,0.78,-2.54,0.93,58.76,49.18,-12.96,-19.98,-19.98,-22.42,87.04,83.5,111.42,88.63,85.59,268029852.5,1
270.04,264.96,264.29,264.68,250.08,268.45,266.57,263.89,-2.45,8.32,0.91,1,-2.23,1.67,52.92,46.54,-35.99,-39.48,-39.48,-33.33,64.01,72.18,49.46,38.3,53.01,270560401,0
267.95,264.99,263.78,264.53,250.27,265.44,265.27,263.71,-13.45,3.94,-2.19,1.39,-1.93,1.91,45.12,42.72,-73.19,-70.98,-70.98,-52.45,26.81,59.29,-43.14,-48.08,-8.28,270417673.8,0
265.44,265.48,263.69,264.49,250.43,263.73,264.37,263.58,-7.4,1.37,-3,1.73,-1.59,1.71,46.09,44.51,-69,-67.43,-67.43,-52.23,31,40.61,-51.32,-58.24,-18.03,269229030.8,1
264.61,265.94,263.71,264.56,250.6,263.67,264.22,263.58,-8.79,2.41,4.52,2.16,-1.07,1.78,49.52,44.7,-53.94,-53.01,-54.68,-48.98,46.06,34.62,-23.98,-34.44,-2.27,269331484.4,1
263.92,266.71,264.41,264.7,250.8,265.42,265.07,263.79,1.5,4.13,9.82,2.65,-0.7,1.71,54.66,47.02,-29,-26.98,-33.56,-36.6,71,49.36,47.23,41.85,53.54,270875913.6,1
264.19,267.12,265.11,264.93,251,266.54,265.75,263.98,9.36,-1.07,13.3,3.25,-0.5,1.86,54.53,51.6,-29.56,-27.51,-34.03,-37.98,70.44,62.5,56.37,56,65.51,272063958.3,0
267.25,267.6,266.48,265.25,251.25,269.26,267.37,264.4,14.38,1.83,15.75,3.76,-0.25,2.21,59.78,56.65,-5.45,-4.64,-10.66,-23.87,94.55,78.66,110.67,112.25,112.16,271118378.9,1
